County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #20821,15644,US,65**1868,Cig/OTP Retail,02/28/2022,"1070 HARRISON CITY - EXPORT RD
JEANNETTE, PA 15644
(40.362896, -79.645343)"
BUTLER,DOLGENCORP LLC,DOLLAR GENERAL STORE #16976,16002,US,10**2007,Cig/OTP Retail,02/28/2022,"511 ROUTE 422 E
BUTLER, PA 16002
(40.866573, -79.829536)"
LEHIGH,DOLGENCORP LLC,DOLLAR GENERAL STORE #7666,18078-2259,US,39**6254,Cig/OTP Retail,02/28/2022,"5350 ROUTE 873
SCHNECKSVILLE, PA 18078-2259
(40.684341, -75.613403)"
BEAVER,BELCASTRO ENTERPRISES LLC,TOBACCO 4 LESS ALIQUIPPA,15001-2793,US,04**2817,Cig/OTP Retail,02/28/2022,"2719 BRODHEAD RD STE 3
ALIQUIPPA, PA 15001-2793
(40.608904, -80.282973)"
LEHIGH,VRINDAVAN INC,ONE STOP SHOPPE,18052-4510,US,39**8961,Cig/OTP Retail,02/28/2022,"1190 MICKLEY RD
WHITEHALL, PA 18052-4510
(40.637886, -75.485723)"
PHILADELPHIA,DOLGENCORP LLC,DOLLAR GENERAL STORE #9532,19114-2824,US,51**6206,Cig/OTP Retail,02/28/2022,"9212 FRANKFORD AVE
PHILADELPHIA, PA 19114-2824
(40.055194, -75.004153)"
CRAWFORD,DOLGENCORP LLC,DOLLAR GENERAL STORE #19674,16316,US,20**8827,Retail,02/28/2022,"12543 REED AVE
CONNEAUT LAKE, PA 16316
(41.636938, -80.318277)"
CLARION,DOLGENCORP LLC,DOLLAR GENERAL #18694,15025,US,16**5964,OTP Retail,02/28/2022,"1517 STATE ROUTE 51
CLAIRTON, PA 15025
(40.299518, -79.92148)"
BUCKS,PIKE CONVENIENCE LLC,24/7 FOOD MART,19020,US,09**4061,Cig/OTP Retail,02/28/2022,"3510 BRISTOL PIKE
BENSALEM, PA 19020
(40.089474, -74.926295)"
ALLEGHENY,DOLGENCORP LLC,DOLLAR GENERAL STORE #10277,15216-1810,US,02**6283,Cig/OTP Retail,02/28/2022,"1695 MCFARLAND RD
PITTSBURGH, PA 15216-1810
(40.396198, -80.046378)"
NORTHAMPTON,S & C VENDING COMPANY INC,S AND C VENDING CO,18042-3209,US,48**7783,Vending,02/28/2022,"135 N 13TH ST
EASTON, PA 18042-3209
(40.692156, -75.228366)"
CLEARFIELD,GIANT EAGLE INC,GIANT EAGLE #84,15801-1888,US,70**3219,Cig/OTP Retail,02/28/2022,"100 N MAIN ST
DUBOIS, PA 15801-1888
(41.123321, -78.76763)"
PHILADELPHIA,MAA JAY UMIYA CORP,GATEWAY NEWSTANDS,19103,US,51**9072,Retail,02/28/2022,"1625 CHESTNUT STREET STORE #108
PHILADELPHIA, PA 19103
(39.951351, -75.16794)"
WASHINGTON,DOLGENCORP LLC,DOLALR GENERAL STORE #2447,15022,US,63**6043,Cig/OTP Retail,02/28/2022,"110 MCKEAN AVE
CHARLEROI, PA 15022
(40.13494, -79.893588)"
PHILADELPHIA,OMGN INC,OMGN INC,19134-3802,US,51**3401,Cig/OTP Retail,02/28/2022,"2100 E ALLEGHENY AVE
PHILA, PA 19134-3802
(39.991836, -75.109301)"
ALLEGHENY,BROOKLYN 3 MARKET INC,BROOKLYN 3 MARKET INC,15104,US,02**2005,Cig/OTP Retail,02/28/2022,"603 BRADDOCK AVENUE
BRADDOCK, PA 15104
(40.403182, -79.868456)"
SOMERSET,DOLGENCORP LLC,DOLLAR GENERAL STORE 1271,15552-6930,US,56**6009,Cig/OTP Retail,02/28/2022,"7097 MASON DIXON HWY
MEYERSDALE, PA 15552-6930
(39.801457, -79.03268)"
ADAMS,DOLGENCORP LLC,DOLLAR GENERAL STORE #15070,17252,US,01**8570,Cig/OTP Retail,02/28/2022,"50 CAPLAN WAY
SAINT THOMAS, PA 17252"
SCHUYLKILL,BROK SEL MARKETS INC,BROK SEL MARKETS INC,17972-1604,US,54**8825,Cig/OTP Retail,02/28/2022,"2 E MAIN ST
SCHUYLKILL HAVEN, PA 17972-1604
(40.629255, -76.172764)"
BUCKS,SHRI JALARAM INC,FRIENDLY MART,19067,US,09**8789,OTP Retail,02/28/2022,"1180 OLD BRISTOL PIKE
MORRISVILLE, PA 19067
(40.175909, -74.790966)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL STORE #4826,16510-2206,US,25**6117,Cig/OTP Retail,02/28/2022,"4669 BUFFALO RD
ERIE, PA 16510-2206
(42.14921, -79.996827)"
NORTHUMBERLAND,WEIS MARKETS INC,WEIS MARKETS #205,17866-4199,US,70**3111,Cig/OTP Retail,02/28/2022,"2 ANTHRA PLAZA CTR
COAL TOWNSHIP, PA 17866-4199
(40.789586, -76.521088)"
ALLEGHENY,DOLGENCORP LLC,DOLLAR GENERAL STORE #8972,15221-2217,US,02**6179,Cig/OTP Retail,02/28/2022,"700 PENN AVE
WILKINSBURG, PA 15221-2217
(40.443634, -79.884617)"
LAWRENCE,DOLGENCORP LLC,DOLLAR GENERAL STORE #9928,16101-5802,US,37**6218,Cig/OTP Retail,02/28/2022,"1509 MORAVIA ST
NEW CASTLE, PA 16101-5802
(40.983112, -80.350357)"
ALLEGHENY,GIANT EAGLE INC,GET GO #3616,15227-2709,US,70**3147,Cig/OTP Retail,02/28/2022,"3601 SAW MILL RUN BLVD
PITTSBURGH, PA 15227-2709
(40.372447, -79.982009)"
WESTMORELAND,NAMRED LLC,PUFF N SNUFF,15650,US,70**6003,Cig/OTP Retail,02/28/2022,"1925 DAILEY AVE
LATROBE, PA 15650
(40.309143, -79.372984)"
BLAIR,DOLGENCORP LLC,DOLLAR GENERAL STORE #17914,16602,US,07**5445,Retail,02/28/2022,"606 S TEMPLE LANE
ALTOONA, PA 16602
(40.539481, -78.355358)"
PHILADELPHIA,T & J SUSQUEHANNA INC,T & J SUSQUEHANNA INC,19122,US,51**9016,Cig/OTP Retail,02/28/2022,"1201 03 W SUSQ AVE
PHILADELPHIA, PA 19122"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE # 19766,15068,US,65**8479,OTP Retail,02/28/2022,"105 KENMONT AVE
LOWER BURRELL, PA 15068
(40.590206, -79.738249)"
BLAIR,DOLGENCORP LLC,DOLLAR GENERAL #18654,16635,US,07**6917,OTP Retail,02/28/2022,"1146 OLD ROUTE 22
DUNCANSVILLE, PA 16635
(40.420411, -78.459455)"
ALLEGHENY,DOLGENCORP LLC,DOLLAR GENERAL STORE #14335,17043-1696,US,02**6403,Cig/OTP Retail,02/28/2022,"840 MARKET ST
LEMOYNE, PA 17043-1696
(40.243599, -76.902742)"
SCHUYLKILL,SAI SAI LLC,SAI SAI LLC,17970,US,54**2855,Cig/OTP Retail,02/28/2022,"47 N 2ND ST
SAINT CLAIR, PA 17970
(40.720499, -76.191032)"
FRANKLIN,DOLGENCORP LLC,DOLLAR GENERAL STORE #12688,17222-1172,US,28**6393,Cig/OTP Retail,02/28/2022,"6139 LINCOLN WAY E
FAYETTEVILLE, PA 17222-1172
(39.906808, -77.535392)"
VENANGO,DOLGENCORP LLC,DOLLAR GENERAL #18190,16323,US,61**5553,OTP Retail,02/28/2022,"1407 PITTSBURGH
FRANKLIN, PA 16323
(41.372511, -79.856032)"
CLARION,ROBERT DOUGHERTY,DOC'S TAVERN,16248,US,16**3400,Vending,02/28/2022,"9006 RT 68
RIMERSBURG, PA 16248
(41.051179, -79.495013)"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE # 16360,15646,US,65**0852,Cig/OTP Retail,02/28/2022,"3865 ROUTE 31
JONES MILLS, PA 15646
(40.097656, -79.35778)"
ALLEGHENY,GIANT EAGLE INC,GIANT EAGLE 37,15056,US,70**3045,Cig/OTP Retail,02/28/2022,"QUAKER VILLAGE S/C
LEETSDALE, PA 15056"
BEAVER,DOLGENCORP LLC,DOLLAR GENERAL STORE 20291,15001,US,04**0099,Cig/OTP Retail,02/28/2022,"601 FRANKLIN AVE
ALQUIPPA, PA 15001
(40.614508, -80.249886)"
ALLEGHENY,CITY COIN MACHINE SERVICE INC,MILLERS,15212-1633,US,02**7785,Vending,02/28/2022,"3853 CALIFORNIA AVE
PITTSBURGH, PA 15212-1633
(40.485055, -80.041559)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL # 18479,16438,US,25**8207,Retail,02/28/2022,"24467 STATE HIGHWAY 8
UNION CITY, PA 16438
(41.822036, -79.809103)"
MERCER,DOLGENCORP LLC,DOLLAR GENERAL STORE #12262,16125-2386,US,43**6381,Cig/OTP Retail,02/28/2022,"28 W MAIN ST
GREENVILLE, PA 16125-2386
(41.402994, -80.394276)"
CENTRE,DOLGENCORP LLC,DOLLAR GENERAL STORE #10082,16828-8506,US,14**6223,Cig/OTP Retail,02/28/2022,"421 S PENNSYLVANIA AVE
CENTRE HALL, PA 16828-8506
(40.839386, -77.677415)"
BEAVER,DOLGENCORP LLC,DOLLAR GENERAL #16543,16115,US,04**4258,OTP Retail,02/28/2022,"3463 CONSTITUTION BLVD
DARLINGTON, PA 16115
(40.80525, -80.447211)"
ALLEGHENY,KTD ENTERPRISE INC,KTD ENTERPRISE INC,15037,US,02**4463,Retail,02/28/2022,"410 SCENERY DR
ELIZABETH, PA 15037
(40.277122, -79.837413)"
ALLEGHENY,HARTMAN MUSIC INC,HALF TIME,15236-1107,US,02**7708,Vending,02/28/2022,"1413 CATHELL RD
PITTSBURGH, PA 15236-1107
(40.38502, -79.949641)"
BERKS,READING SMOKE SHOP LLC,READING SMOKE SHOP LLC,19601,US,06**2842,Retail,02/28/2022,"903 PENN STREET
READING, PA 19601
(40.335227, -75.920054)"
PHILADELPHIA,8 BROTHERS D GROCERY INC,8 BROTHERS D GROCERY INC,19121,US,51**2852,Retail,02/28/2022,"2120 N 29TH ST
PHILADELPHIA, PA 19121
(39.988597, -75.180412)"
CENTRE,SMOKE SQUARE LLC,SMOKES SQUARE LLC,16870,US,14**2204,Cig/OTP Retail,02/28/2022,"5140 W BUFFALO RUN RD
PORT MATILDA, PA 16870
(40.828436, -77.962999)"
LANCASTER,DOLGENCORP LLC,DOLLAR GENERAL STORE #4316,17512-1857,US,36**6096,Cig/OTP Retail,02/28/2022,"960 LANCASTER AVE
COLUMBIA, PA 17512-1857
(40.031924, -76.49044)"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #14903,15068,US,65**8431,Cig/OTP Retail,02/28/2022,"797 INDUSTRIAL BLVD
NEW KENSINGTON, PA 15068
(40.563976, -79.768159)"
PHILADELPHIA,DOLGENCORP LLC,DOLLAR GENERAL STORE #12415,19123-2820,US,51**6386,Cig/OTP Retail,02/28/2022,"501 SPRING GARDEN ST
PHILADELPHIA, PA 19123-2820
(39.961294, -75.147039)"
LEHIGH,DOLGENCORP LLC,DOLLAR GENERAL STORE #13905,18103,US,39**6978,Cig/OTP Retail,02/28/2022,"2306 28TH STREET SW
ALLENTOWN, PA 18103
(40.561189, -75.478285)"
BUTLER,DOLGENCORP LLC,DOLLAR GENERAL STORE #8757,16001-1512,US,10**6366,Cig/OTP Retail,02/28/2022,"1627 N MAIN STREET EXT
BUTLER, PA 16001-1512
(40.90267, -79.913868)"
LAWRENCE,DOLGENCORP LLC,DOLLAR GENERAL STORE #14887,16160,US,37**7856,Cig/OTP Retail,02/28/2022,"265 CENTER AVE
WEST PITTSBURGH, PA 16160
(40.932451, -80.363452)"
PHILADELPHIA,RD MINI MARKET INC,RD MINI MARKET INC,19104-2234,US,51**4511,Cig/OTP Retail,02/28/2022,"340 N 41ST ST
PHILADELPHIA, PA 19104-2234
(39.960003, -75.205318)"
CARBON,DOLGENCORP LLC,DOLLAR GENERAL STORE #10434,18240-1806,US,13**6289,Cig/OTP Retail,02/28/2022,"1125 E CATAWISSA ST
NESQUEHONING, PA 18240-1806
(40.868358, -75.790963)"
PHILADELPHIA,DOLGENCORP LLC,DOLLAR GENERAL STORE #14498,19148-4838,US,51**6611,Cig/OTP Retail,02/28/2022,"2715 S FRONT ST
PHILADELPHIA, PA 19148-4838
(39.913327, -75.150182)"
BUCKS,MILES CITY WSD LLC,MILES CITY,18901,US,09**0683,Cig/OTP Retail,02/28/2022,"1796 S. EASTON RD
DOYLESTOWN TOWNSHIP, PA 18901
(40.279298, -75.126327)"
CENTRE,DOLGENCORP LLC,DOLLAR GENERAL STORE #10435,16866,US,14**6290,Cig/OTP Retail,02/28/2022,"124 WALTON ST (PA 53)
PHILIPSBURG, PA 16866
(40.891923, -78.22489)"
BUCKS,MILES CITY WSD LLC,MILES CITY WSD LLC / DBA SPARTA,18976,US,09**5093,Retail,02/28/2022,"1233 EASTON RD
WARRINGTON TOWNSHIP, PA 18976
(40.248217, -75.134495)"
LAWRENCE,DOLGENCORP LLC,DOLLAR GENERAL STORE 21367,16117,US,37**1473,Cig/OTP Retail,02/28/2022,"1310 WOODSIDE AVE
ELLWOOD CITY, PA 16117
(40.876738, -80.263051)"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL #17953,15601,US,65**4651,Retail,02/28/2022,"225 HUFF AVE
GREENSBURG, PA 15601
(40.280735, -79.546519)"
WASHINGTON,DOLGENCORP LLC,DOLLAR GENERAL # 17257,15301,US,63**2719,OTP Retail,02/28/2022,"2180 PARK AVE
WASHINGTON, PA 15301
(40.131613, -80.284347)"
BRADFORD,KEVIN SMITH AMUSEMENTS INC,LOVELTON HOTEL,18629,US,08**1515,Vending,02/28/2022,"952 ROUTE 4010
MEHOOPANY, PA 18629"
ALLEGHENY,JEET ENTERPRISE INC,PENN HILLS SUNOCO,15235-4717,US,02**6677,Cig/OTP Retail,02/28/2022,"3899 OLD WM PENN HWY
PITTSBURGH, PA 15235-4717"
NORTHUMBERLAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #10003,17872,US,49**6220,Cig/OTP Retail,02/28/2022,"853 TREVORTON RD
SHAMOKIN, PA 17872
(40.78835, -76.628704)"
ERIE,CHRISTOPHER KELLY,THE TOBACCONIST,16428,US,25**2326,OTP Retail,02/28/2022,"21 SOUTH LAKE STREET
NORTH EAST, PA 16428
(42.215434, -79.834788)"
PIKE,DOLGENCORP LLC,DOLLAR GENERAL #17049,18426,US,52**4359,OTP Retail,02/28/2022,"1323 ROUTE 507
GREENTOWN, PA 18426
(41.351941, -75.302416)"
COLUMBIA,DOLGENCORP LLC,DOLLAR GENERAL STORE #14197,17820-1115,US,19**6972,Cig/OTP Retail,02/28/2022,"709 MILL ST
CATAWISSA, PA 17820-1115
(40.94818, -76.456558)"
SCHUYLKILL,DOLGENCORP LLC,DOLLAR GENERAL STORE #11598,17963-9274,US,54**6321,Cig/OTP Retail,02/28/2022,"409 SUEDBERG RD
PINE GROVE, PA 17963-9274
(40.535268, -76.424825)"
ALLEGHENY,HARTMAN MUSIC INC,WALKERS PUB,15203,US,02**7708,Vending,02/28/2022,"2024 SARAH STREET
PITTSBURH, PA 15203
(40.427604, -79.976749)"
CAMBRIA,DOLGENCORP LLC,DOLLAR GENERAL STORE 21147,15956,US,11**1564,Cig/OTP Retail,02/28/2022,"111 NELSON RD
SOUTH FORK, PA 15956
(40.371529, -78.766118)"
CLEARFIELD,DOLGENCORP LLC,DOLLAR GENERAL STORE #10982,15801-3872,US,17**6300,Cig/OTP Retail,02/28/2022,"5750 SHAFFER RD
DU BOIS, PA 15801-3872
(41.124513, -78.728252)"
ALLEGHENY,GIANT EAGLE INC,GET GO #3108,15235-2919,US,70**3166,Cig/OTP Retail,02/28/2022,"10525 FRANKSTOWN RD
PITTSBURGH, PA 15235-2919
(40.460094, -79.843065)"
BUTLER,GIANT EAGLE INC,GIANT EAGLE #0042,16046-4346,US,70**3144,Cig/OTP Retail,02/28/2022,"206 SEVEN FIELDS BLVD
SEVEN FIELDS, PA 16046-4346
(40.689247, -80.057368)"
PHILADELPHIA,VIRA VOOKAH LOUNGE LLC,VIRA VOOKAH LOUNGE,19127,US,51**2813,OTP Retail,02/28/2022,"4219 MAIN ST
PHILADELPHIA, PA 19127
(40.024046, -75.220662)"
MONTGOMERY,RAMOCO MARKETING GROUP LLC,67235- MARKLEY FUELS,19401,US,46**0612,Cig/OTP Retail,02/28/2022,"552 MARKLEY ST
NORRISTOWN, PA 19401
(40.118437, -75.34699)"
CRAWFORD,DOLGENCORP LLC,DOLLAR GENERAL STORE #2446,16335-6556,US,20**6042,Cig/OTP Retail,02/28/2022,"11102 PERRY HWY
MEADVILLE, PA 16335-6556
(41.618441, -80.201492)"
POTTER,DOLGENCORP LLC,DOLLAR GENERAL STORE #7921,16915,US,53**6271,Cig/OTP Retail,02/28/2022,"102 W CHESTNUT
COUDERSPORT, PA 16915
(41.76973, -78.022997)"
ALLEGHENY,GIANT EAGLE INC,GET GO/GIANT EAGLE 3352,15237,US,70**3123,Cig/OTP Retail,02/28/2022,"156 BEN AVON HEIGHTS RD
PITTSBURGH, PA 15237
(40.521921, -80.067446)"
ALLEGHENY,HARTMAN MUSIC INC,SHAWN RYANS,15227,US,02**7708,Vending,02/28/2022,"BROWNSVILLE ROAD
PITTSBURGH, PA 15227"
LANCASTER,DOLGENCORP LLC,DOLLAR GENERAL STORE #10553,17566-8927,US,36**6293,Cig/OTP Retail,02/28/2022,"33 FRIENDLY DR STE B
QUARRYVILLE, PA 17566-8927
(39.869525, -76.226411)"
PHILADELPHIA,GIRARD MINI MARKET,GIRARD MINI MARKET,19130-1119,US,51**4245,Retail,02/28/2022,"2901 W GIRARD AVE
PHILADELPHIA, PA 19130-1119
(39.974589, -75.183637)"
ALLEGHENY,DOLGENCORP LLC,DOLLAR GENERAL STORE #12185,15227-2712,US,02**6380,Cig/OTP Retail,02/28/2022,"3750 SAW MILL RUN BLVD
PITTSBURGH, PA 15227-2712
(40.370903, -79.982241)"
BEAVER,GIANT EAGLE INC,GIANT EAGLE 62,15074-2227,US,70**3117,Cig/OTP Retail,02/28/2022,"111 W MADISON ST
ROCHESTER, PA 15074-2227
(40.702417, -80.28853)"
FRANKLIN,DOLGENCORP LLC,DOLLAR GENERAL STORE #11381,17201-9206,US,28**6313,Cig/OTP Retail,02/28/2022,"1617 ORCHARD DR
CHAMBERSBURG, PA 17201-9206
(39.913604, -77.666274)"
SCHUYLKILL,MILLER DISTRIBUTING INC,MILLER DISTRIBUTING INC,17970,US,54**1762,OTP Retail,02/28/2022,"300 S 4TH ST
ST CLAIR, PA 17970
(40.715743, -76.1894)"
LAWRENCE,MARCIA BRUNO INC,BRUNOS OCEAN 11 TAVERN,16101-2632,US,37**6523,Vending,02/28/2022,"1139 EASTBROOK ST
NEW CASTLE, PA 16101-2632
(41.008112, -80.322589)"
BEAVER,R C INCORPORATED,B & B MINI MART,16117-3773,US,04**5636,Cig/OTP Retail,02/28/2022,"2335 RIVER RD
ELLWOOD CITY, PA 16117-3773
(40.849421, -80.312914)"
POTTER,DOLGENCORP LLC,DOLLAR GENERAL STORE #8040,16922,US,53**6328,Cig/OTP Retail,02/28/2022,"8 US ROUTE 6 W
GALETON, PA 16922"
PHILADELPHIA,RAMOCO MARKETING GROUP LLC,69725- 57 WOODLAND FUELS,19143,US,51**1455,Cig/OTP Retail,02/28/2022,"5746 WOODLAND AVE
PHILADELPHIA, PA 19143
(39.932608, -75.224349)"
UNION,DOLGENCORP LLC,GENERAL DOLLAR STORE # 15976,17844-7279,US,60**9731,Cig/OTP Retail,02/28/2022,"7769 STATE ROUTE 304
MIFFLINBURG, PA 17844-7279
(40.878407, -76.990108)"
BUCKS,GILL FOOD MART INC,PANTRY 1 FOOD MART,19047-3016,US,09**1153,Cig/OTP Retail,02/28/2022,"123 WOODBOURNE RD
LANGHORNE, PA 19047-3016
(40.177235, -74.884957)"
LAWRENCE,DOLGENCORP LLC,DOLLAR GENERAL STORE 21313,16101,US,37**1621,Cig/OTP Retail,02/28/2022,"3209 US 422
NEW CASTLE, PA 16101
(40.974301, -80.265901)"
WASHINGTON,DOLGENCORP LLC,DOLLAR GENERAL STORE #42,15063-2829,US,63**5966,Cig/OTP Retail,02/28/2022,"1237 W MAIN ST
MONONGAHELA, PA 15063-2829
(40.20656, -79.93863)"
WASHINGTON,DOLGENCORP LLC,DOLLAR GENERAL STORE #8758,15301-4401,US,63**6367,Cig/OTP Retail,02/28/2022,"710 JEFFERSON AVE
WASHINGTON, PA 15301-4401
(40.178217, -80.259359)"
ALLEGHENY,GIANT EAGLE INC,GETGO #3032,15090,US,02**1581,Cig/OTP Retail,02/28/2022,"10500 PERRY HWY
WEXFORD, PA 15090
(40.609427, -80.053076)"
WASHINGTON,GIANT EAGLE INC,GET GO #3154,15301-2004,US,70**3179,Cig/OTP Retail,02/28/2022,"104 E WYLIE AVE
WASHINGTON, PA 15301-2004
(40.182945, -80.262865)"
ALLEGHENY,CITY COIN MACHINE SERVICE INC,CITY COIN MACHINE SERVICE INC,15017-1959,US,02**1462,Wholesale,02/28/2022,"258 MURRAY AVE
BRIDGEVILLE, PA 15017-1959
(40.360728, -80.113543)"
LEBANON,DOLGENCORP LLC,DOLLAR GENERAL STORE #16094,17046-1709,US,38**0200,Cig/OTP Retail,02/28/2022,"1710 STATE ROUTE 72 N
LEBANON, PA 17046-1709
(40.362475, -76.463222)"
ALLEGHENY,DOLGENCORP LLC,DOLLAR GENERAL # 15559,15213-1714,US,02**8554,Cig/OTP Retail,02/28/2022,"4725 CENTRE AVE
PITTSBURGH, PA 15213-1714
(40.452843, -79.948827)"
BUCKS,DOLGENCORP LLC,DOLLAR GENERAL STORE #11047,19007,US,09**6303,Cig/OTP Retail,02/28/2022,"610 BRISTOL PIKE
BRISTOL, PA 19007
(40.106451, -74.858829)"
LUZERNE,WILSON CABRERA,HARLEM WORLD,18201,US,40**0538,Cig/OTP Retail,02/28/2022,"555 ALTER STREET
HAZLETON, PA 18201
(40.96105, -75.978062)"
ALLEGHENY,HARTMAN MUSIC INC,VALLEY INN,16406,US,02**7708,Vending,02/28/2022,"907 MAIN STREET
CONNEAUTVILLE, PA 16406
(41.758396, -80.368815)"
WARREN,DOLGENCORP LLC,DOLLAR GENERAL STORE #15172,16350,US,62**8572,Cig/OTP Retail,02/28/2022,"12683 JACKSON RUN RD
SUGAR GROVE, PA 16350
(41.972408, -79.337077)"
PHILADELPHIA,1102 LAM INC,1102 LAM INC,19143,US,51**3465,Retail,02/28/2022,"1102-04 S 47TH ST
PHILA, PA 19143
(39.945531, -75.213457)"
MCKEAN,DOLGENCORP LLC,DOLLAR GENERAL #18692,16735,US,42**6464,OTP Retail,02/28/2022,"8990 ROUTE 6
KANE, PA 16735
(41.710014, -78.693103)"
LEBANON,DOLGENCORP LLC,DOLLAR GENERAL #19501,17046,US,38**7205,OTP Retail,02/28/2022,"950 CHURCH ST
LEBANON, PA 17046
(40.344466, -76.428056)"
MIFFLIN,FRATERNAL ORDER OF EAGLES,FRATERNAL ORDER OF EAGLES,17009-0095,US,44**9830,Vending,02/28/2022,"R116 N LOGAN BLVD
BURNHAM, PA 17009-0095"
CRAWFORD,DOLGENCORP LLC,DOLLAR GENERAL STORE #13230,16360-3406,US,20**6411,Cig/OTP Retail,02/28/2022,"33912 STATE HWY 408
TOWNVILLE, PA 16360-3406
(41.672496, -79.871436)"
CAMBRIA,NAMRED LLC,PUFF N SNUFF,15931-1512,US,70**6004,Cig/OTP Retail,02/28/2022,"607 WEST HIGH STREET
EBENSBURG, PA 15931-1512
(40.485242, -78.730432)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL #18479,16438,US,25**8276,OTP Retail,02/28/2022,"24467 STATE HWY 8
UNION CITY, PA 16438
(41.822036, -79.809103)"
PHILADELPHIA,DELY DELIGHT II INC,DELY DELIGHT II INC,19138,US,51**2391,Cig/OTP Retail,02/28/2022,"1903 E WASHINGTON LANE
PHILADELPHIA, PA 19138
(40.066062, -75.159172)"
ALLEGHENY,CITY COIN MACHINE SERVICE INC,BILLYS BAR INC,15301,US,02**7785,Vending,02/28/2022,"2398 JEFFERSON AVENUE
WASHINGTON, PA 15301
(40.193965, -80.290565)"
SCHUYLKILL,DOLGENCORP LLC,DOLLAR GENERAL STORE 19605,17960,US,54**0109,Cig/OTP Retail,02/28/2022,"2098 W PENN PIKE
NEW RINGGOLD, PA 17960
(40.720015, -75.856507)"
NORTHUMBERLAND,DOLGENCORP LLC,DOLLAR GENERAL STORE 967,17801-2365,US,49**6001,Cig/OTP Retail,02/28/2022,"408 MARKET ST FRNT
SUNBURY, PA 17801-2365
(40.861086, -76.790722)"
WESTMORELAND,GIANT EAGLE INC,GETGO 3042,15672,US,65**9895,Cig/OTP Retail,02/28/2022,"119 BAIR BLVD
NEW STANTON, PA 15672
(40.219381, -79.612934)"
YORK,DOLGENCORP LLC,DOLLAR GENERAL #18615,17356,US,67**7209,OTP Retail,02/28/2022,"11951 WINTERSTOWN ROAD
RED LION, PA 17356
(39.842635, -76.6206)"
ARMSTRONG,DOLGENCORP LLC,DOLLAR GENERAL STORE 21673,16218,US,03**2196,Cig/OTP Retail,02/28/2022,"878 EAST BRADY RD
COWANSVILLE, PA 16218
(40.891747, -79.588643)"
LEHIGH,DOLGENCORP LLC,DOLLAR GENERAL STORE #14743,18104-4158,US,39**6977,Cig/OTP Retail,02/28/2022,"1741 W TILGHMAN ST
ALLENTOWN, PA 18104-4158
(40.605745, -75.498441)"
LANCASTER,MAHANT SHREEJI INC,COLUMBIA MINI MART,17512,US,36**9509,Cig/OTP Retail,02/28/2022,"26 N 4TH ST
COLUMBIA, PA 17512
(40.033361, -76.501624)"
PHILADELPHIA,LOLITA DELI GROCERY INC,LOLITA DELI GROCERY INC,19141,US,51**0215,Cig/OTP Retail,02/28/2022,"1305 W ROCKLAND ST
PHILADEPHIA, PA 19141
(40.02738, -75.145201)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL STORE #9655,16417-1714,US,25**6214,Cig/OTP Retail,02/28/2022,"605 E MAIN ST
GIRARD, PA 16417-1714
(42.00558, -80.308915)"
WESTMORELAND,GIANT EAGLE INC,GET GO #3256,15658-1205,US,70**3187,Cig/OTP Retail,02/28/2022,"215 S MARKET ST
LIGONIER, PA 15658-1205
(40.241605, -79.23942)"
FAYETTE,DOLGENCORP LLC,DOLLAR GENERAL STORE 21035,15425,US,26**1623,Cig/OTP Retail,02/28/2022,"1415 MEMORIAL BLVD
CONNELLSVILLE, PA 15425
(40.037177, -79.580935)"
FAYETTE,DOLGENCORP LLC,DOLLAR GENERAL STORE #21538,15431,US,26**2089,Cig/OTP Retail,02/28/2022,"1722 UNIVERSITY DRIVE
DUNBAR, PA 15431
(39.971591, -79.642059)"
FULTON,DOLGENCORP LLC,DOLLAR GENERAL STORE 620,17233,US,29**5994,Cig/OTP Retail,02/28/2022,"260 LINCOLN WAY WEST
MC CONNELLSBG, PA 17233
(39.934056, -78.0034)"
ALLEGHENY,KRUPA GAS CORPORATION,KRUPA GAS CORPORATION,15241,US,02**2880,Cig/OTP Retail,02/28/2022,"2520 WASHINGTON ROAD
PITTSBURGH, PA 15241
(40.318712, -80.087998)"
PHILADELPHIA,WISHART SUPERMARKET INC,WISHART SUPERMARKET INC,19133,US,51**2823,Retail,02/28/2022,"200 WEST WISHART STREET
PHILADELPHIA, PA 19133
(39.998551, -75.133502)"
PHILADELPHIA,KAVANAUGHS TOBBACO,KAVANAUGHS TOBBACO,19135-1932,US,51**2932,Wholesale,02/28/2022,"6938 TORRESDALE AVE
PHILADELPHIA, PA 19135-1932
(40.026616, -75.041946)"
